Language_ID	Parameter_ID	Form
spa	17-441	traicionar
deu	17-441	verraten, betrügen
rus	17-441	предавать
fra	17-45	besoin,nécessité
spa	17-45	necesidad
deu	17-45	Bedürfnis, Notwendigkeit
rus	17-45	необходимость
fra	17-46	facile
spa	17-46	fácil
deu	17-46	einfach, leicht
rus	17-46	легкий, простой
fra	17-47	difficile
spa	17-47	difícil
deu	17-47	schwierig, schwer
rus	17-47	трудный
fra	17-48	essayer, tenter
spa	17-48	probar
deu	17-48	versuchen
rus	17-48	пытаться
fra	17-49	façon,maniere
spa	17-49	modo, manera
deu	17-49	"Art, Weise, ""Art und Weise"""
rus	17-49	способ
fra	17-51	et
spa	17-51	y
deu	17-51	und
rus	17-51	и, а
fra	17-52	parce que
spa	17-52	porque
deu	17-52	weil
rus	17-52	потому что
fra	17-53	si
spa	17-53	si
deu	17-53	falls, wenn
rus	17-53	если
fra	17-54	ou
spa	17-54	o
deu	17-54	oder
rus	17-54	или
fra	17-55	oui
spa	17-55	sí
deu	17-55	ja
rus	17-55	да
fra	17-56	non
spa	17-56	no
deu	17-56	nein
rus	17-56	нет
fra	17-61	comment?
spa	17-61	¿cómo?
deu	17-61	Wie?
rus	17-61	как?
fra	17-62	combien?
spa	17-62	¿cuántos?
deu	17-62	Wieviele?
rus	17-62	сколько?
fra	17-63	combien?
spa	17-63	¿cuánto?
deu	17-63	Wieviel?
rus	17-63	сколько?
fra	17-64	quoi?
spa	17-64	¿qué?
deu	17-64	Was?
rus	17-64	что?
fra	17-65	quand?
spa	17-65	¿cuándo?
deu	17-65	Wann?
rus	17-65	когда?
fra	17-66	où?
spa	17-66	¿dónde?
deu	17-66	Wo?
rus	17-66	где? откуда?
fra	17-67	quel? lequel?
spa	17-67	¿cuál?
deu	17-67	Welche(r,s)?
rus	17-67	какой?
fra	17-68	qui?
spa	17-68	¿quién?
deu	17-68	Wer?
rus	17-68	кто?
fra	17-69	pourquoi?
spa	17-69	¿por qué?
deu	17-69	Warum?, Weshalb?
rus	17-69	почему?
fra	18-11	voix
spa	18-11	voz
deu	18-11	Stimme
rus	18-11	голос
fra	18-12	chanter
spa	18-12	cantar
deu	18-12	singen
rus	18-12	петь
fra	18-13	crier
spa	18-13	gritar
deu	18-13	schreien, rufen
rus	18-13	кричать
fra	18-15	chuchoter
spa	18-15	cuchichear
deu	18-15	flüstern
rus	18-15	шептать
fra	18-16	marmonner, bredouiller
spa	18-16	barbotar,hablar entre dientes
deu	18-16	murmeln, nuscheln
rus	18-16	бормотать
fra	18-17	siffler
spa	18-17	silbar,chiflar
deu	18-17	pfeifen
rus	18-17	свистеть
fra	18-18	crier, hurler
spa	18-18	chillar
deu	18-18	kreischen, schreien
rus	18-18	визжать
fra	18-19	hurler
spa	18-19	aullar
deu	18-19	heulen
rus	18-19	выть
fra	18-21	parler
spa	18-21	hablar
deu	18-21	sprechen, reden
rus	18-21	говорить, разговаривать
fra	18-211	bégayer,balbutier
spa	18-211	tartamudear, balbucear
deu	18-211	stottern, stammeln
rus	18-211	заикаться, запинаться
fra	18-22	dire
spa	18-22	decir
deu	18-22	sagen
rus	18-22	сказать
fra	18-221	raconter
spa	18-221	narrar, contar
deu	18-221	erzählen
rus	18-221	рассказывать
fra	18-222	discours, allocution (faire un/une)
spa	18-222	pronunciar un discurso
deu	18-222	Rede (halten)
rus	18-222	произносить речь
fra	18-23	se taire
spa	18-23	callarse
deu	18-23	schweigen
rus	18-23	молчать
fra	18-24	langue, langage
spa	18-24	lengua,idioma
deu	18-24	Sprache
rus	18-24	язык
fra	18-26	mot, parole
spa	18-26	palabra
deu	18-26	Wort
rus	18-26	слово
fra	18-28	nom
spa	18-28	nombre
deu	18-28	Name
rus	18-28	название, имя
fra	18-31	demander
spa	18-31	preguntar
deu	18-31	fragen
rus	18-31	спрашивать
fra	18-32	répondre
spa	18-32	contestar
deu	18-32	antworten
rus	18-32	отвечать
fra	18-33	admettre, avouer
spa	18-33	admitir, confesar,reconocer
deu	18-33	zugeben, gestehen, bekennen
rus	18-33	признавать(ся)
fra	18-34	nier
spa	18-34	negar
deu	18-34	abstreiten, leugnen
rus	18-34	отрицать
fra	18-35	demander
spa	18-35	pedir
deu	18-35	bitten
rus	18-35	просить
fra	18-36	promettre
spa	18-36	prometer
deu	18-36	versprechen
rus	18-36	обещать
fra	18-37	refuser
spa	18-37	rehusar
deu	18-37	verweigern, abschlagen
rus	18-37	отказывать
fra	18-38	interdire
spa	18-38	prohibir
deu	18-38	verbieten, untersagen
rus	18-38	запрещать
fra	18-39	gronder
spa	18-39	reprender
deu	18-39	rügen, tadeln, ausschimpfen
rus	18-39	ругать, упрекать, отчитывать
fra	18-41	appeler, hêler
spa	18-41	llamar
deu	18-41	rufen
rus	18-41	вызывать,  звать
fra	18-42	appeler
spa	18-42	llamarse
deu	18-42	nennen, heißen
rus	18-42	называть,  звать
fra	18-43	annoncer,proclamer
spa	18-43	anunciar, avisar
deu	18-43	ankündigen, verkündigen
rus	18-43	объявлять
fra	18-44	menacer
spa	18-44	amenazar
deu	18-44	bedrohen, drohen
rus	18-44	угрожать
fra	18-45	se vanter
spa	18-45	jactarse
deu	18-45	prahlen, sich rühmen
rus	18-45	хвастаться
fra	18-51	écrire
spa	18-51	escribir
deu	18-51	schreiben
rus	18-51	писать
fra	18-52	lire
spa	18-52	leer
deu	18-52	lesen
rus	18-52	читать
fra	18-56	papier
spa	18-56	papel
deu	18-56	Papier
rus	18-56	бумага
fra	18-57	plume
spa	18-57	pluma
deu	18-57	Feder
rus	18-57	ручка
fra	18-61	livre
spa	18-61	libro
deu	18-61	Buch
rus	18-61	книга
fra	18-67	poète
spa	18-67	poeta
deu	18-67	Dichter, Poet
rus	18-67	поэт
fra	18-71	flûte
spa	18-71	flauta
deu	18-71	Flöte
rus	18-71	флейта
fra	18-72	tambour
spa	18-72	bombo, tambor
deu	18-72	Trommel
rus	18-72	барабан
fra	18-73	cor, trompette
spa	18-73	trompeta
deu	18-73	Horn, Trompete
rus	18-73	труба
fra	18-74	hochet, maracas
spa	18-74	matraca,cascabel
deu	18-74	Rassel
rus	18-74	погремушка
fra	19-11	pays
spa	19-11	país
deu	19-11	Land
rus	19-11	страна
fra	19-12	patrie
spa	19-12	patria
deu	19-12	Heimatland
rus	19-12	родина
fra	19-15	cité, ville
spa	19-15	ciudad
deu	19-15	Stadt
rus	19-15	город
fra	19-16	village
spa	19-16	pueblo
deu	19-16	Dorf
rus	19-16	деревня
fra	19-17	frontière, limite
spa	19-17	límite, frontera
deu	19-17	Grenze
rus	19-17	граница
fra	19-21	gens
spa	19-21	pueblo, gente
deu	19-21	Bevölkerung, Volk
rus	19-21	народ
fra	19-23	tribu,clan
spa	19-23	tribu, clan
deu	19-23	Stamm, Geschlecht, Sippe
rus	19-23	племя, род
fra	19-24	chef
spa	19-24	jefe, cacique
deu	19-24	Anführer, Häuptling, (Chef)
rus	19-24	вождь
fra	19-25	canne
spa	19-25	bastón, bordón
deu	19-25	(Wander-)Stab, (Geh-, Krück-)Stock
rus	19-25	посох
fra	19-31	régner, gouverner
spa	19-31	gobernar
deu	19-31	herrschen, regieren
rus	19-31	править
fra	19-32	roi
spa	19-32	rey, gobernante
deu	19-32	König, Herrscher
rus	19-32	король, правитель
fra	19-33	reine
spa	19-33	reina
deu	19-33	Königin
rus	19-33	королева
fra	19-36	noble
spa	19-36	noble
deu	19-36	Adlige(r), Edelmann
rus	19-36	дворянский, дворянин
fra	19-37	citoyen, sujet
spa	19-37	ciudadano, súbdito
deu	19-37	Bürger; Untertan
rus	19-37	гражданин
fra	19-41	maître
spa	19-41	amo, dueño
deu	19-41	Herr
rus	19-41	господин, хозяин
fra	19-42	esclave
spa	19-42	esclavo
deu	19-42	Sklave
rus	19-42	раб
fra	19-43	domestique, serviteur
spa	19-43	sirviente
deu	19-43	Diener
rus	19-43	слуга
fra	19-44	homme libre
spa	19-44	hombre libre
deu	19-44	freier Mann
rus	19-44	свободный человек
fra	19-45	commander, ordonner
spa	19-45	mandar
deu	19-45	befehlen
rus	19-45	приказывать
fra	19-46	obéir
spa	19-46	obedecer
deu	19-46	gehorchen
rus	19-46	повиноваться
fra	19-47	permettre
spa	19-47	permitir, dejar
deu	19-47	zulassen, erlauben, gestatten
rus	19-47	разрешать
fra	19-51	ami
spa	19-51	amigo
deu	19-51	Freund
rus	19-51	друг
fra	19-52	ennemi
spa	19-52	enemigo
deu	19-52	Feind
rus	19-52	враг
fra	19-54	voisin
spa	19-54	vecino
deu	19-54	Nachbar
rus	19-54	сосед
fra	19-55	étranger
spa	19-55	extranjero, forastero
deu	19-55	Fremde(r), Fremdling
rus	19-55	незнакомец
fra	19-56	invité
spa	19-56	huésped
deu	19-56	Gast
rus	19-56	гость
fra	19-57	hôte
spa	19-57	hospedero
deu	19-57	Gastgeber, Wirt
rus	19-57	хозяин
fra	19-58	aider
spa	19-58	ayudar
deu	19-58	helfen
rus	19-58	помочь
fra	19-59	empêcher
spa	19-59	impedir, estorbar
deu	19-59	(ver)hindern, hemmen, vorbeugen
rus	19-59	мешать, препятствовать
fra	19-61	coutume
spa	19-61	costumbre
deu	19-61	Sitte, Brauch
rus	19-61	обычай
fra	19-62	lutte, querelle
spa	19-62	lucha, pleito
deu	19-62	Streit, Zank
rus	19-62	ссора
fra	19-63	conspiration,complot
spa	19-63	conspiración
deu	19-63	Verschwörung
rus	19-63	заговор
fra	19-65	rencontrer
spa	19-65	encontrar
deu	19-65	begegnen, treffen
rus	19-65	встречать(ся)
fra	19-72	prostituée
spa	19-72	prostituta
deu	19-72	Hure, Nutte, Prostituierte
rus	19-72	проститутка
fra	20-11	se battre
spa	20-11	pelear
deu	20-11	kämpfen
rus	20-11	драться, сражаться
fra	20-13	guerre, bataille
spa	20-13	guerra, batalla
deu	20-13	Krieg; Schlacht, Kampf, Gefecht
rus	20-13	война, битва
fra	20-14	paix
spa	20-14	paz
deu	20-14	Frieden
rus	20-14	мир
fra	20-15	armée
spa	20-15	ejército,tropas
deu	20-15	Armee, Heer
rus	20-15	армия
fra	20-17	soldat
spa	20-17	soldado
deu	20-17	Soldat
rus	20-17	солдат
fra	20-21	armes
spa	20-21	armas
deu	20-21	Waffen
rus	20-21	оружие
fra	20-22	massue, casse-tête
spa	20-22	macana, garrote
deu	20-22	Keule
rus	20-22	дубина
fra	20-222	hâche d'armes
spa	20-222	hacha de combate
deu	20-222	Streitaxt
rus	20-222	боевой топор
fra	20-23	fronde
spa	20-23	honda
deu	20-23	Schleuder
rus	20-23	праща
fra	20-24	arc
spa	20-24	arco
deu	20-24	Bogen
rus	20-24	лук
fra	20-25	flèche
spa	20-25	flecha
deu	20-25	Pfeil
rus	20-25	стрела
fra	20-26	javeline, lance
spa	20-26	lanza
deu	20-26	Speer, Spieß, Lanze
rus	20-26	копье
fra	20-27	épée
spa	20-27	espada
deu	20-27	Schwert
rus	20-27	меч
fra	20-28	fusil, canon
spa	20-28	escopeta, cañón
deu	20-28	Gewehr, Flinte; Kanone, Geschütz
rus	20-28	ружье, пушка
fra	20-31	armure
spa	20-31	armadura
deu	20-31	Rüstung, Harnisch
rus	20-31	доспехи
fra	20-33	casque
spa	20-33	yelmo
deu	20-33	Helm
rus	20-33	шлем
fra	20-34	bouclier
spa	20-34	escudo
deu	20-34	Schild
rus	20-34	щит
fra	20-35	forteresse
spa	20-35	fortaleza
deu	20-35	Festung
rus	20-35	крепость
fra	20-36	tour
spa	20-36	torre
deu	20-36	Turm
rus	20-36	башня
fra	20-41	victoire
spa	20-41	victoria
deu	20-41	Sieg
rus	20-41	победа
fra	20-42	défaite
spa	20-42	derrota
deu	20-42	Niederlage
rus	20-42	поражение
fra	20-43	attaque
spa	20-43	atacar
deu	20-43	Angriff
rus	20-43	атаковать
fra	20-44	défendre
spa	20-44	defender
deu	20-44	verteidigen
rus	20-44	обороняться, защищать
fra	20-45	se rétirer, fuir, battre en retraite
spa	20-45	huir, retirarse
deu	20-45	sich zurückziehen
rus	20-45	отступать
fra	20-46	céder, se rendre
spa	20-46	rendirse
deu	20-46	sich ergeben, kapitulieren
rus	20-46	сдаваться
fra	20-47	prisonnier, captif
spa	20-47	cautivo, preso
deu	20-47	Gefangene(r), Häftling
rus	20-47	пленник
fra	20-471	garde,sentinelle
spa	20-471	guardia, centinela
deu	20-471	Wache, Wächter
rus	20-471	стража
fra	20-48	butin, proie
spa	20-48	botín
deu	20-48	Beute
rus	20-48	наргабленное добро
fra	20-49	embuscade, guet-apens
spa	20-49	acechar, emboscar
deu	20-49	Hinterhalt
rus	20-49	устраивать засаду
fra	20-51	pêcheur
spa	20-51	pescador
deu	20-51	Fischer
rus	20-51	рыбак
fra	20-52	hameçon
spa	20-52	anzuelo
deu	20-52	Angelhaken
rus	20-52	рыболовный крючок
fra	20-53	ligne (pour la pêche)
spa	20-53	cuerda de pescar
deu	20-53	Angelschnur
rus	20-53	леса
fra	20-54	filet de pêche
spa	20-54	red, atarraya
deu	20-54	Fischernetz
rus	20-54	рыбацкая сеть
fra	20-55	nasse, casier
spa	20-55	nasa
deu	20-55	Reuse
rus	20-55	верша
fra	20-56	appât
spa	20-56	cebo, carnada
deu	20-56	Köder
rus	20-56	насадка, наживка
fra	20-61	chasser
spa	20-61	cazar
deu	20-61	jagen
rus	20-61	охотиться
fra	20-62	tirer,fusiller
spa	20-62	tirar, disparar
deu	20-62	schießen
rus	20-62	стрелять
fra	20-63	râter, manquer
spa	20-63	errar, fallar
deu	20-63	verfehlen
rus	20-63	промахнуться
fra	20-64	piège
spa	20-64	trampa
deu	20-64	Falle
rus	20-64	ловушка
fra	20-65	attraper, prendre au piège
spa	20-65	atrapar
deu	20-65	fangen
rus	20-65	ловить (ловушкой)
fra	21-11	loi
spa	21-11	ley
deu	21-11	Gesetz
rus	21-11	закон
fra	21-15	cour
spa	21-15	tribunal
deu	21-15	Gericht
rus	21-15	суд
fra	12-013	à
spa	12-013	a, en
deu	12-013	an
fra	21-16	juger
spa	21-16	juzgar
deu	21-16	urteilen, richten
rus	21-16	судить
fra	21-17	jugement
spa	21-17	juicio
deu	21-17	Urteil
rus	21-17	решение суда
fra	21-18	juge
spa	21-18	juez
deu	21-18	Richter
rus	21-18	судья
fra	21-21	plaignant
spa	21-21	demandante
deu	21-21	(An)kläger
rus	21-21	истец
fra	21-22	accusé
spa	21-22	acusado
deu	21-22	Beklagter, Angeklagter
rus	21-22	ответчик, подсудимый, бвиняемый
fra	21-23	témoin
spa	21-23	testigo
deu	21-23	Zeuge
rus	21-23	свидетель
fra	21-24	jurer
spa	21-24	jurar
deu	21-24	schwören
rus	21-24	клясться
fra	21-25	serment
spa	21-25	juramento
deu	21-25	Eid
rus	21-25	клятва
fra	21-31	accuser
spa	21-31	acusar, denunciar
deu	21-31	anklagen, beschuldigen
rus	21-31	обвинять
fra	21-32	condamner
spa	21-32	condenar
deu	21-32	verurteilen
fra	22-23	bénir
rus	21-32	осуждать, приговарывать
fra	21-33	inculper
spa	21-33	inculpar, condenar
deu	21-33	überführen
rus	21-33	осуждать
fra	21-34	absoudre, acquitter
spa	21-34	absolver,exculpar
deu	21-34	freisprechen
rus	21-34	оправдывать
fra	21-35	coupable
spa	21-35	culpable
deu	21-35	schuldig
rus	21-35	виновный
fra	21-36	innocent
spa	21-36	inocente
deu	21-36	unschuldig
rus	21-36	невиновный
fra	21-37	punition
spa	21-37	castigo
deu	21-37	Strafe
rus	21-37	наказание
fra	21-38	amende
spa	21-38	multa
deu	21-38	(Geld)Buße, Bußgeld
rus	21-38	денежный штраф
fra	21-39	prison
spa	21-39	cárcel
deu	21-39	Gefängnis, Kerker
rus	21-39	тюрма
fra	21-42	meurtre
spa	21-42	asesinato
deu	21-42	Mord
rus	21-42	убийство
fra	21-43	adultère
spa	21-43	adulterio
deu	21-43	Ehebruch
rus	21-43	прелюбодеяние
fra	21-44	viol
spa	21-44	violación
deu	21-44	Vergewaltigung, Notzucht
rus	21-44	изнасилование
fra	21-46	incendie volontaire
spa	21-46	incendio premeditado
deu	21-46	Brandstiftung
rus	21-46	поджог
fra	21-47	parjure
spa	21-47	perjurio
deu	21-47	Meineid
rus	21-47	лжесвидетельство
fra	21-51	voler, dérober
spa	21-51	robar
deu	21-51	stehlen
rus	21-51	воровать, украсть
fra	21-52	voleur
spa	21-52	ladrón
deu	21-52	Dieb
rus	21-52	вор
fra	22-11	religion
spa	22-11	religión
deu	22-11	Religion
rus	22-11	религия
fra	22-12	Dieu
spa	22-12	Dios
deu	22-12	Gott
rus	22-12	Бог
fra	22-13	temple
deu	22-13	Tempel
rus	22-13	храм
fra	22-14	autel
spa	22-14	altar
deu	22-14	Altar
rus	22-14	алтарь
fra	22-15	sacrifice, offrande
spa	22-15	ofrenda
deu	22-15	Opfer
rus	22-15	жертвоприношение
fra	22-16	adorer
spa	22-16	culto
deu	22-16	anbeten, verehren
rus	22-16	поклоняться
fra	22-17	prier
spa	22-17	orar
deu	22-17	beten
rus	22-17	молить(ся)
fra	22-18	prêtre,curé
spa	22-18	cura,presbítero
deu	22-18	Priester
rus	22-18	священник
fra	22-19	sacré, saint
spa	22-19	sagrado
deu	22-19	heilig
rus	22-19	священный
fra	22-22	prêcher
spa	22-22	predicar
deu	22-22	predigen
rus	22-22	проповедовать
spa	22-23	bendecir
deu	22-23	segnen
rus	22-23	благословлять
fra	22-24	maudire
spa	22-24	maldecir
deu	22-24	verfluchen, verwünschen
rus	22-24	проклинать
fra	22-26	jeûner
spa	22-26	ayunar
deu	22-26	fasten
rus	22-26	поститься
fra	22-31	ciel, cieux
spa	22-31	cielo,paraíso
deu	22-31	Himmel
rus	22-31	небеса, рай
fra	22-32	enfer
spa	22-32	infierno
deu	22-32	Hölle
rus	22-32	ад
fra	22-35	démon
spa	22-35	demonio
deu	22-35	Dämon, Unhold
rus	22-35	демон, злой дух
fra	22-37	idole
spa	22-37	ídolo
deu	22-37	Götze
rus	22-37	идол
fra	22-42	magie, sorcellerie
spa	22-42	brujería, hechicería
deu	22-42	Zauberei, Zauber, Hexerei
rus	22-42	волшебство, колдовство
fra	22-43	sorcier, sorcière
spa	22-43	brujo/bruja,hechicero
deu	22-43	Zauberer, Zauberin; Hexe
rus	22-43	колдун, ведьма
fra	22-44	fée
spa	22-44	hada, duende
deu	22-44	Fee, Elfe
rus	22-44	фея, эльф
fra	22-45	fantôme, esprit, revenant
spa	22-45	fantasma
deu	22-45	Gespenst
rus	22-45	призрак
fra	22-47	présage, augure
spa	22-47	agüero,presagio
deu	22-47	Omen, Vorzeichen
rus	22-47	предзнаменование
fra	23-1	radio
deu	23-1	Radio
fra	23-11	télé
deu	23-11	Fernsehen
fra	23-12	téléphone
deu	23-12	Telefon
fra	23-135	moto, motocycle
deu	23-135	Motorrad
fra	23-14	voiture
deu	23-14	Auto
fra	23-15	bus, autobus
deu	23-15	Bus
fra	23-16	avion
deu	23-16	Flugzeug
fra	23-17	électricité, courant
deu	23-17	Strom
fra	23-175	batterie
deu	23-175	Batterie
fra	23-2	hôpital
deu	23-2	Krankenhaus
fra	23-21	infirmière
deu	23-21	Krankenschwester
fra	23-22	comprimé, cachet
deu	23-22	Pille, Tablette
fra	23-23	piqûre, injection
deu	23-23	Spritze
fra	23-5	robinet
deu	23-5	Wasserhahn
fra	23-51	évier, lavabo
deu	23-51	Spüle, Ausguss, Waschbecken
fra	23-52	toilette
deu	23-52	Toilette
fra	23-53	matelas
deu	23-53	Matratze
fra	23-3	gouvernement
deu	23-3	Regierung
fra	23-31	président
deu	23-31	Präsident
fra	23-32	ministre
deu	23-32	Minister
fra	23-33	police
deu	23-33	Polizei
fra	23-34	permis de conduire
deu	23-34	Führerschein, Fahrerlaubnis
fra	23-37	crime, délit
deu	23-37	Verbrechen
fra	23-38	élection
deu	23-38	Wahl
fra	23-4	courrier, poste
deu	23-4	Post
fra	23-41	timbre
deu	23-41	Briefmarke
fra	23-42	lettre
deu	23-42	Brief
fra	23-44	banque
deu	23-44	Bank
fra	23-54	boîte
deu	23-54	Dose, Büchse
fra	23-55	vis
deu	23-55	Schraube
fra	23-555	tournevis
deu	23-555	Schraubenzieher, Schraubendreher
fra	23-56	bouteille
deu	23-56	Flasche
fra	23-565	confiserie, sucrerie, bonbon
deu	23-565	Süßigkeiten
fra	23-24	lunettes
deu	23-24	Brille
fra	23-57	plastique
deu	23-57	Kunststoff, Plaste, Plastik
fra	23-575	bombe
deu	23-575	Bombe; Sprengstoff
fra	23-58	atelier
deu	23-58	Betrieb; Fabrik
fra	23-59	cigarette
deu	23-59	Zigarette
fra	23-61	calendrier
deu	23-61	Kalender
fra	23-62	film
deu	23-62	Film
fra	23-63	musique
deu	23-63	Musik
fra	23-64	chanson
deu	23-64	Lied
fra	23-6	journal
deu	23-6	Zeitung
fra	23-385	adresse
deu	23-385	Adresse
fra	23-39	nombre, numéro
deu	23-39	Zahl
fra	23-155	train
deu	23-155	Zug, Eisenbahn
fra	23-36	acte de naissance
deu	23-36	Geburtsurkunde
fra	23-18	freiner
deu	23-18	bremsen
fra	23-195	pétrole
deu	23-195	Öl, Erdöl
fra	23-185	moteur
deu	23-185	Motor, Triebwerk
fra	23-19	machine
deu	23-19	Maschine
fra	23-13	vélo, bicyclette
deu	23-13	Fahrrad
fra	23-395	rue
deu	23-395	Straße
fra	19-445	libérer
spa	19-445	liberar
deu	19-445	befreien
rus	19-445	освобождать
fra	19-565	inviter
deu	19-565	einladen
rus	19-565	"приглашать
пригласить"
fra	23-35	plaque d'immatriculation
deu	23-35	Nummernschild
fra	23-43	carte postale
deu	23-43	Postkarte
fra	24-01	être
spa	24-01	ser, estar
deu	24-01	sein
fra	24-02	devenir
deu	24-02	werden
fra	24-03	sans
deu	24-03	ohne
fra	24-05	par
deu	24-05	durch
fra	24-13	même
deu	24-13	derselbe
fra	24-06	ne... pas
deu	24-06	nicht
fra	24-07	celui-ci
deu	24-07	dieser
fra	24-08	сe
deu	24-08	der
fra	24-09	ici
deu	24-09	hier
fra	24-1	là, là-bas
deu	24-1	dort
fra	24-11	autre
deu	24-11	andere
fra	4-493	vagin
deu	4-493	Scheide
fra	23-9	thé
deu	23-9	Tee
fra	23-91	café
deu	23-91	Kaffee
fra	24-12	prochain
deu	24-12	nächster
fra	3-862	coyote
spa	3-862	coyote
deu	3-862	Koyote
fra	3-863	lièvre
spa	3-863	liebre
deu	3-863	Hase
fra	3-865	caille
spa	3-865	codorniz, perdiz
deu	3-865	Wachtel
fra	3-866	raton laveur
spa	3-866	mapache
deu	3-866	Waschbär
fra	3-869	écureuil
spa	3-869	ardilla
deu	3-869	Eichhörnchen
fra	3-871	renne
deu	3-871	Rentier, Karibu
fra	3-872	élan, orignal
deu	3-872	Elch
fra	3-873	castor
deu	3-873	Biber
fra	10-79	traîneau, luge
deu	10-79	Schlitten
fra	8-29	lasso
deu	8-29	Lasso
fra	8-991	mélèze
deu	8-991	Lärche
fra	8-993	spicule
deu	8-993	Nadel
fra	1-771	aurore boréale
deu	1-771	Nordlicht
rus	1-771	severnoe sijanie
fra	4-465	tendon
deu	4-465	Sehne
fra	7-67	tanner
deu	7-67	gerben
fra	6-98	botte de neige
deu	6-98	Schneeschuh
fra	22-5	circumcision
deu	22-5	Beschneidung
fra	22-51	cérémonie d’initiation
deu	22-51	Initiationsritus
fra	8-996	cône de sapin, pomme de sapin
deu	8-996	Zapfen
rus	8-996	shishka
fra	3-8112	pou
spa	3-8112	piojo
deu	3-8112	Körperlaus
rus	3-8112	вошь
fra	4-494	vulve
deu	4-494	Muschi
fra	3-99	tapir
deu	3-99	Tapir
fra	9-93	affiloir, pierre à aguiser
deu	9-93	Schleifstein
deu	9-92	?
fra	7-65	camp
deu	7-65	Lager
deu	8-28	Grabstock
fra	3-597	cormoran
deu	3-597	Kormoran
fra	3-833	crevette
deu	3-833	Garnele
fra	3-834	termites
deu	3-834	Termiten
fra	3-835	tique
deu	3-835	Zecke
fra	9-87	boomerang
deu	9-87	Bumerang
fra	3-88	kangourou
deu	3-88	Känguru
fra	3-89	fourmilier, tamanoir
deu	3-89	Ameisenbär
rus	3-89	муравьед
fra	3-598	toucan
deu	3-598	Tukan
fra	3-9	jaguar
deu	3-9	Jaguar
fra	5-983	pain de manioc
deu	5-983	Maniokbrot
fra	7-66	hamac
deu	7-66	Hängematte
fra	8-911	mil, millet
deu	8-911	Hirse
fra	3-913	caméléon
deu	3-913	Chamäleon
fra	9-9	écoper
deu	9-9	Wasser schöpfen
fra	9-91	sardine
deu	9-91	Pflock
fra	10-58	aller à la maison
deu	10-58	nach Hause gehen/zurückkehren
fra	3-917	bison, buffle
deu	3-917	Büffel
fra	1-411	savane
deu	1-411	Savanna
fra	1-831	vapeur
deu	1-831	Dampf
fra	2-4561	frêre/sœur aîné(e)
deu	2-4561	älterer Bruder oder Schwester
fra	2-4562	frêre/sœur cadet(te)
deu	2-4562	jüngerer Bruder oder Schwester
fra	2-4711	grand-parents
deu	2-4711	Großeltern
fra	2-5	petit fils
deu	2-5	Enkelkind
fra	2-541	neveu, nièce
deu	2-541	Nichte oder Neffe
fra	2-622	beaux-parents
deu	2-622	Schwiegereltern
fra	2-6411	belle-fils, gendre / belle-fille, bru
deu	2-6411	Schwiegersohn oder Schwiegertochter
fra	2-6412	beau-frère / belle-sœur
deu	2-6412	Schwager oder Schwägerin
fra	2-931	il
deu	2-931	er
fra	2-932	elle
deu	2-932	sie
deu	2-933	es
fra	4-741	vie
spa	4-741	vida
deu	4-741	Leben
rus	4-741	жизнь
fra	4-771	carcasse
deu	4-771	Kadaver
fra	4-844	maladie
deu	4-844	Krankheit
fra	7-232	cadenas
deu	7-232	Vorhängeschloss
fra	8-121	rizière
deu	8-121	Reisfeld
fra	11-29	endommager
deu	11-29	beschädigen
fra	12-081	au dessus
deu	12-081	über
rus	12-081	над
fra	13-231	morceau, pièce
deu	13-231	Stück
rus	13-231	часть, кусок
fra	13-331	seul
deu	13-331	allein
fra	14-251	commencement
deu	14-251	Anfang, Beginn
fra	14-411	jour
deu	14-411	Tag
fra	22-131	église
spa	22-131	iglesia
deu	22-131	Kirche
rus	22-131	церковь
fra	22-132	mosquée
spa	22-132	mezquita
deu	22-132	Moschee
fra	24-14	rien
deu	24-14	nichts
fra	4-7501	mort(e)
deu	4-7501	tot
rus	4-7501	мертвый
fra	4-8541	gratter
deu	4-8541	kratzen
fra	9-111	faire
spa	9-111	hacer
deu	9-111	tun
rus	9-111	делать
fra	4-431	ventre
spa	4-431	barriga
deu	4-431	Bauch
fra	9-311	essuyer
deu	9-311	(ab)wischen
rus	9-311	стереть
fra	1-775	geler
spa	1-775	helar
deu	1-775	gefrieren
fra	24-04	avec
deu	24-04	mit
fra	12-012	dans
spa	12-012	en
deu	12-012	in
spa	3-99904	cuy
spa	3-99906	armadillo
spa	3-99919	picaflor
deu	3-99934	Piranha
rus	3-99934	пиранья
spa	3-99938	correcaminos
spa	3-99941	gorrión
spa	3-99942	tigre americano
fra	4-99905	bave
fra	5-99901	figuier
deu	5-99901	Feigenbaum
spa	6-99901	bolso
spa	6-99907	sandalia
spa	7-99901	banco
fra	7-99902	cantine
spa	8-99904	pigala
spa	8-99917	mortiño
spa	8-99927	chocho
spa	8-99945	mimosa púdica
fra	8-99947	betterave
spa	8-99948	brea
spa	8-99953	vicia
spa	8-99958	quinsilgo
spa	9-99915	lápiz
fra	9-9992	outre
spa	9-99922	espuela
spa	9-99933	embrollar
spa	10-99901	acompañar
spa	10-99905	llevar en ancas
spa	11-99907	recibir
rus	18-99912	реветь
spa	19-9991	don
spa	19-99921	capataz
spa	19-99928	compañero
spa	19-99941	respetar
fra	20-99902	sabre
spa	20-99902	machete
deu	20-99902	Buschmesser
spa	20-99908	pescar
spa	21-99901	abogado
