number	level	category	English	Deutsch	Nederlands	Italiano	Esperanto	Novial	Lingwa de Planeta	Sambahsa	Русский
813	2	Perception	conceal, hide [vt]	verbergen	verbergen	nascondere	kaŝi [vt]	kasha	ahfi	kehl	скрывать, прятать
814	2	Perception	reveal, disclose [v]	offenbaren	openbaren	rivelare	malkaŝi	revela	reveli	revele	обнаруживать
815	2	Perception	show, display [v]	zeigen	toonen	mostrare	montri, vidigi	montra	diki	deik	показывать
820	1	Perception	light (visible electro-magnetic radiation)	Licht	licht	luce	lumo	lume	luma	luce	свет
821	2	Perception	shadow	Schatten	schaduw	ombra	ombro	ombre	shada	skadh	тень
822	2	Perception	shine (radiate light) [v]	scheinen	schijnen	brillare	brili	luma	brili	bleig	сиять, светить
823	2	Perception	picture, image	Bild	beeld, plaatje	immagine (generic); figura (on a book)	bildo	imaje	imaja, piktura	image, kwiter	образ, картинка
824	2	Perception	bright (with much light present) [aj]	hell	helder	brillante, luminoso	brila, hela, luma	lumosi	yarke	bert, bleigu	яркий
825	2	Perception	dark, dim (with little light present) [aj]	dunkel	donker	scuro	malhela	obskur(i)	tume	deusk	тёмный
830	2	Perception	color	Farbe	kleur	colore	koloro	kolore	kolor	color	цвет
831	2	Perception	black [aj]	schwartz	zwart	nero	nigra	nigri	swate	sword	чёрный
832	2	Perception	gray, grey [aj]	grau	grijs	grigio	griza	gris(i)	grey	greis	серый
833	2	Perception	white [aj]	weiss	wit	bianco	blanka	blanki	blan	albh	белый
835	2	Perception	red [aj]	rot	rood	rosso	ruĝa	red(i)	rude	rudh	красный
837	3	Perception	orange (having a hue between red and yellow) [aj]	orange	oranje	arancione [n]	oranĝkolora		oranje	orange	оранжевый
839	2	Perception	yellow [aj]	gelb	geel	giallo	flava	gelbi	hwan	gehlb	жёлтый
841	2	Perception	green [aj]	grün	groen	verde	verda	verdi	grin	glend	зелёный
843	2	Perception	blue [aj]	blau	blauw	blu (the colour of the sea); azzurro (the colour of the sky)	blua	blu(i)	blu	blou	синий
845	3	Perception	purple [aj]	purpurrot	paars, purper	porpora [n]	purpura	purpri	violete	purpwr, violett	фиолетовый
847	2	Perception	brown [aj]	braun	bruin	marrone	bruna	brun(i)	brun	brun	коричневый
851	2	Perception	beautiful [aj]	schön	mooi	bello	bela	bel(i)	jamile	bell	красивый
852	2	Perception	ugly [aj]	hässlich	leelijk	brutto	malbela	led(i)	kurupe	biaur	уродливый
853	3	Perception	ornament, decoration	Schmuck	sieraad	ornamento	ornamaĵo, dekoraĵo	ornamente, ornilo	ornamenta	ornament, decoration	орнамент
854	3	Perception	blemish	Fleck, Makel	vlek	macchiare	makulo		spota	gloi	пятно
855	3	Perception	harmony (pleasing combination of stimuli)	Harmonie	harmonie	armonia	harmonio	harmonie	harmonia	harmonia	гармония
860	1	Perception	sound (audible waves in the air)	Laut	geluid	suono	sono	suone	suon	swon	звук
861	1	Perception	hear [v]	hören	hooren	udire	aŭdi	audi	audi	aur	слышать
862	2	Perception	silent [aj]	still	zwijgend, geruisloos	silenzioso	silenta	silentiant(i)	silensa	silent	молчание
863	2	Perception	soft (contra-loud; of little sonic intensity) [aj]	gedämpft, sacht	zacht, niet luid	debole	mallaŭta	quiet(i)	kyete	taws	тихий
864	2	Perception	loud (of much sonic intensity) [aj]	laut	luid	forte	laŭta	laut(i)	laute	bloskic	громкий
865	3	Perception	pitch (frequency of sound waves), tone (high or low pitch)	Tonhöhe	toonhoogte	altezza, tonalità	piĉo	tone	ton	ton	тон
866	3	Perception	noise (random/unwanted sound)	Geräusch	lawaai	rumore	bruo	bruiso	shum	blosk	шум
870	2	Perception	flavor, taste	Geschmack	smaak	sapore	gusto	guste	gusta	gust	вкус
871	2	Perception	taste (perceive the flavor of) [v]	schmecken	smaken, proeven	sentire (generic), gustare (intentional, usually pleasant, act)	gustumi [vt]	gusta	gusti	geus	пробовать (на вкус)
872	2	Perception	delicious, tasty [aj]	schmackhaft	smakelijk	delizioso, gustoso	bongusta				
873	2	Perception	sour [aj]	säuerlich	zuur	acido	acida	asidi	suan	sour	кислый
874	2	Perception	sweet [aj]	süss	zoet	dolce	dolĉa	dolsi	dolche	swadh	сладкий
875	2	Perception	bitter [aj]	bitter, streng	bitter	amaro	amara	bitri	karwe	bitter	горький
876	2	Perception	smell, odor, aroma	Duft	reuk	odore (generic); aroma, profumo (good); puzza (bad)	odoro, aromo	odoro, aromate	fauha, aroma	odor, arome	запах, аромат
877	2	Perception	stink (emit an unpleasant odor) [v]	stinken	stinken	puzzare	fetori				
878	2	Perception	smell (perceive the odor/aroma of something) [vt]	hinriechen, riechen an		sentire odore di	flari				
880	2	Perception	feel (perceive with the tactile sense) [v]	fühlen	voelen	sentire	sensi [vt]	senti	sensi	sense, kheiss	ощущать
881	2	Perception	pain	Pein	pijn	dolore	doloro	dolore	tunga	gvol	боль
882	2	Perception	pleasure	Vergnügen	plezier	piacere	plezuro	plesire	plesir	plaisure	удовольствие
890	3	Perception	temperature	Temperature	temperatuur	temperatura	temperaturo	temperature	temperatura	temperature	температура
891	2	Perception	heat, warmth	Wärme	warmte	calore	varmo	kalore, varmeso	garmitaa	wierme	теплота
892	2	Perception	cold [aj]	kalt	koud	freddo	malvarma, frida	koldi	lenge	srig	холодный
893	2	Perception	cool [aj]	kühl	koel	fresco	malvarmeta	koldeti	lenge-ki	khuld	прохладный
894	2	Perception	warm [aj]	warm	warm	caldo	varma	varm(i)	warme	warm	тёплый
895	2	Perception	hot [aj]	heiß	heet	caldissimo; bollente (of liquids)	varmega	varmisi	garme	gvrensic	горячий
900	3	Animal	living thing (any plant or animal)	Lebewesen	levend wezen	cosa viva	vivaĵo				
901	3	Animal	species	Gattung	soort	specie	specio	spesie	spesia	spece	вид, порода
902	3	Animal	microbe	Mikrobe	microbe	mìcrobo	mikrobo				
903	3	Animal	virus	Virus	virus	virus	viruso	virus	virus	virus	вирус
904	2	Animal	animal	Tier	dier	animale	besto, animalo	animal	animal	animal	животное
905	2	Animal	insect	Insekt	insekt	insetto	insekto	insekte	insekta	insect	насекомое
906	3	Animal	reptile	Kriechtier	kruipend dier, reptiel	rettile	reptilio	reptere	reptila	reptil	рептилия
907	3	Animal	mammal	Säugetier	zoogdier	mammifero	mamulo	mamifere	mamianimal	mammifer	млекопитающее
910	2	Animal	ant (insect of family Formicidae)	Ameise	mier	formica	formiko	formike	furmi	murm	муравей
911	3	Animal	caterpillar	Raupe	rups	bruco	raŭpo				
912	3	Animal	cricket	Grille	krekel	grillo	grilo				
913	3	Animal	grasshopper	Grashüpfer	sprinkhaan	grillo	akrido, lokusto	lokuste	saltijuk	tramstei	кузнечик
914	3	Animal	mantis (insect of order Manteodea)	Gottesanbeterin	bidsprinkhaan	mantide	manto		preijuk	mantis	богомол
915	3	Animal	cockroach (insect of order Blattaria)	Schabe	kakkerlak	blatta	blato	blate	kukaracha	tarakan	таракан
916	3	Animal	worm (broad category of insect larvae)	Wurm	worm	verme	vermo	verme	wurma	vehrm	червь
920	2	Animal	bee (member of genus Apis)	Biene	bij	ape	abelo	abele	mifen	bey	пчела
921	2	Animal	butterfly	Schmetterling	vlinder	farfalla	papilio	papilione	parpar	pelpel	бабочка
922	3	Animal	firefly	Glühwürmchen	glimworm	lucciola	lampiro				
923	2	Animal	fly (small winged insect)	Fliege	vlieg	mosca	muŝo	mushe	moska	musch	муха
924	2	Animal	mosquito	Moskito	mug, muskiet	zanzara	moskito	moskito	moskita	moskitt	москит, комар
930	3	Animal	lizard	Eidechse	hagedis	lucertola	lacerto		lizarda	sinsar	ящерица
932	2	Animal	snake (reptile of suborder Serpentes or Ophidia)	Schlange	slang	serpente	serpento	serpente	serpenta	serpent	змея
934	2	Animal	turtle (reptile of order Testudinata)	Schildkröte	schildpad	tartaruga (small, living on ground), testuggine (large, living in sea)	testudo	tortuge	tortuga	ghelon	черепаха
937	3	Animal	dragon (winged serpent with crested head and large claws)	Drache	draak	drago	drako	dragone	dragon, lung (Chinese)	dragon	дракон
940	2	Animal	fish	Fisch	visch	pesce	fiŝo	fishe	fish	pisk	рыба
941	3	Animal	lobster	Hummer	kreeft	aragosta	omaro	homarde	langusta	astak	омар
942	3	Animal	whale (large marine mammal of order Cetacea)	Wal	walvisch	balena	baleno	balene	balena	kiet, baleina	кит
945	2	Animal	frog (web-footed tailless leaping amphibian)	Frosch	kikker	rana	rano	rane	bakak	batrac	лягушка
948	2	Animal	spider	Spinne	spin	ragno	araneo	arane	spaida	arank	паук
950	2	Animal	cow/bull, cattle (bovine animal of either sex)	Vieh	vee (= cattle), koe (= cow), stier (= bull)	bovino	bovo	"bove {but ""tauro"" = bull exists as well as ""bovo""}"	gova	gwow	корова/бык
951	2	Animal	donkey, ass (Equus asinus)	Esel	ezel	asino	azeno	asne	asla	asel	осёл
952	3	Animal	elephant	Elifant	olifant	elefante	elefanto				
953	2	Animal	goat (animal of genus Capra)	Ziege	geit	capra	kapro	kapre (-o, -a)	bakra	ayg	козёл
954	2	Animal	horse (Equus caballus)	Pferd	paard	cavallo	ĉevalo	kavale (-o, -a)	kaval	ekw, cavall	лошадь
955	2	Animal	pig (mammal of family Suidae)	Schwein	varken, zwijn	maiale	porko	porke (-o, -a)	swina	swin	свинья
956	2	Animal	sheep (Ovis aries)	Schaf	schaap	pecora	ŝafo	mutone (-o, -a)	yan	ow	овца
960	2	Animal	bear (animal of Ursidae family)	Bär	beer	orso	urso	urse (-o, -a)	ber	urx	медведь
961	2	Animal	deer (animal of family Cervidae)	Hirsch	hert	cervo	cervo		hiran	kerv	олень
962	2	Animal	lion (Felis leo)	Löwe	leeuw	leone	leono	leone (-o, -a)	leon	lion	лев
963	2	Animal	tiger (Felis tigris)	Tiger	tijger	tigre	tigro	tigre (-o, -a)	tigra	tigher	тигр
964	2	Animal	fox (member of genus Vulpes)	Fuchs	vos	volpe	vulpo	foxe (-o, -a)	foxa	vulp(ek)	лиса
965	2	Animal	wolf (Canis lupus)	Wolf	wolf	lupo	lupo	volf	wulfa	wolf	волк
966	2	Animal	monkey, small primate	Affe	aap	scimmia	simio	simie (-o, -a)	maimun	maymoun	обезьяна
967	2	Animal	rabbit (animal of family Leporidae)	Kaninchen	konijn	coniglio (rabbit), lepre (hare)	"kuniklo (hare = ""leporo"")"	lepore (-o, -a)	kunila	cuincule	кролик
970	2	Animal	squirrel (rodent of family Sciuridae)	Eichhörnchen	eekhoorn	scoiattolo	sciuro	squirele	belka	vever	белка
971	2	Animal	mouse	Maus	muis	topo	muso	muse (-o, -a)	maus	mus	мышь
975	2	Animal	dog (Canis familiaris)	Hund	hond	cani	hundo	hunde	doga	kwaun	собака
977	2	Animal	cat (Felis catus)	Katze	kat	gatto	kato	kate (-o, -a)	kota	cat	кот
980	2	Animal	bird (egg-laying feathered animal with wings)	Vogel	vogel	uccello	birdo	fogle	faula	av	птица
981	2	Animal	chicken	Huhn	kip	pollo	koko	hane	koko, kokina, kokkin	gall, hen, kierk	петух, курица, цыплёнок
982	2	Animal	duck	Ente	eend	anatra	anaso				
983	2	Animal	turkey (Meleagris gallopavo)	Truthahn	kalkoen	tacchino	meleagro	dinde (-o, -a)	kalkun	kalkoun	индюк
984	3	Animal	crow	Krähe		corvo	korvo				
985	3	Animal	sparrow	Sperling	mus	passero	pasero				
991	3	Animal	native (naturally belonging to a given realm) [aj]	eingeboren	inheems	nativo	indiĝena, denaska	indijen(i) {?}	janma-	walsk	родной, врождённый, прирождённый
993	2	Animal	wild, feral, untamed [aj]	wild	wild	selvaggio; selvatico	sovaĝa	ferosi {?}	savaje	wild, gver	дикий
995	2	Animal	nest, den, lair (an animal's self-made house)	Nest, Höhle	nest, leger (v. dier)	nido (of birds and insects); tana (of quadrupeds, usually undeground)	nesto, kuŝejo, bestoloĝejo	neste	nesta; lagilok	nest; ten; laz	гнездо; берлога
1000	2	Plant	plant (a vegetable life-form)	Pflanze	plant	pianta, vegetale	plantaĵo, vegetalo	plante	planta	plante	растение
1001	2	Plant	tree	Baum	boom	albero	arbo	arbre	baum	dru	дерево
1002	2	Plant	bush, shrub	Busch	struik	cespuglio	arbusto, arbedo	arbuste	bush	busk	куст
1003	2	Plant	grass (monocotyledonous plant of family Gramineae)	Gras	gras	erba	herbo, graminoj	gasone	herba	grass, trav	трава
1004	2	Plant	grain(s), cereal crop(s) and their seed(s)	Getreide, Korn	koren, granen	cereale	greno, cerealo	grane	gren, sereal	iev, arwrn, cereal,sits	зерно
1005	3	Plant	mushroom (a complex aerial fleshy fruiting body of a fungus)	Pilz	paddestoel	fungo	fungo	funge, champinione	funga	baung	гриб
1006	2	Plant	weed (unwanted plant)	Unkraut	onkruid	malerba	trudherbo				
1007	3	Plant	fertile (of soil; able to support plant growth) [aj]	fruchtbar	vruchtbaar	fertile (a terrain)	fekunda	fertil(i)	frutishil	 	плодородный
1010	2	Plant	garden	Garten	tuin	giardino	ĝardeno	gardene	garden	garden	сад
1011	2	Plant	plant [v] (to put seeds in soil)	pflanzen	planten	seminare	planti				
1012	2	Plant	harvest, reap [v]	ernten	oogsten	raccolto (general), vendemmia (of grapes)	rikolti [vt]	rekolta	rekoli	opsen	собирать урожай
1020	3	Plant	berry (small pulpy fruit)	Beere	bes	bacca	bero	bere	beri	ber	ягода
1021	3	Plant	bud (of flower/leaf)	Keim	knop, kiem	bocciolo (of flower), getto (of leaf)	burĝono	burjone	yema	spreug	почка
1022	2	Plant	flower	Blume	bloem	fiore	floro	flore	flor	flor	цветок
1023	2	Plant	fruit	Frucht	vrucht	frutto	frukto	frukte	fruta	fruit	фрукт
1024	2	Plant	leaf	Blatt	blad	foglia	folio	folie	lif	fel (phel)	лист
1025	2	Plant	nut (hard-shelled fruit/seed with separable shell and kernel)	Nuss	noot	noce	nukso	nutete	nuta	nuce	орех
1026	3	Plant	pod (seed pod)	Hülse	dop	baccello	semujo		 	clob	стручок
1027	2	Plant	root (of a plant)	Wurzel	wortel	radice	radiko	radike	riza	raudh	корень
1028	2	Plant	seed	Samen	zaad	seme	semo	seme	semena	semen	семя
1029	3	Plant	sprout (young shoot of plant)	Spross	spruitje	germoglio	sproso, ŝoso		ankur	ankul	побег, росток
1030	2	Plant	apple (tree/fruit of genus Malus)	Apfel	appel	mela (fruit), melo (tree)	pomo	pome	yabla	appel	яблоко
1031	2	Plant	banana (plant/fruit of genus Musa)	Banane	banaan	banana (fruit), banano (tree)	banano	banane	banan	banane	банан
1032	3	Plant	cherry (certain trees/fruits of genus Prunus)	Kirsche	kers	ciliega (fruit), ciliego (tree)	ĉerizo				
1033	3	Plant	date (tree/fruit of sp. Phoenix dactylifera)	Dattel	dadel(palm)	dattero	daktilo	datele	tamra	khurma	финик
1034	3	Plant	fig (tree/fruit of genus Ficus)	Feige	vijg	fico	figo	fige	figa	smauk	инжир, фига
1035	2	Plant	mandarin, tangerine (tree/fruit of sp. Citrus reticulata)	Mandarine	mandarijn(tje)	mandarino	mandarino	mandarine	mandarin	mandarin	мандарин
1036	3	Plant	olive (tree/fruit of sp. Olea europaea)	Olive	olijf	oliva (fruit), olivo (tree)	olivo	olive	oliva	zaytoun, olive	олива
1037	2	Plant	orange (tree/fruit of Citrus sinensis / related spp.)	Orange, Apfelsine	sinaasappel	arancia (frutto), arancio (tree), zagara (flower)	oranĝo	oranje	oranja	burtukal ; orange	апельсин
1038	3	Plant	plum (certain trees/fruits of genus Prunus)	Pflaume, Zwetschge	pruim	prugna (fruit), prugno (tree)	pruno	prune	sliva	prun	слива
1040	3	Plant	bamboo (plant/stem of genera Bambusa / Arundinaria / Dendrocalamus)	Bambus	bamboe	bambù	bambuo	bambu	bambu	bambu	бамбук
1041	3	Plant	cork (tree/elastic tissue of sp. Quercus suber)	Kork	kurk	sughero (the tissue), quercia da sughero (the tree)	korko	korke	korka	fillon (corc)	пробка
1042	3	Plant	elm (tree of genus Ulmus)	Ulme	olm, iep	olmo	ulmo				
1043	3	Plant	maple (tree of genus Acer)	Ahorn	esdoorn	acero	acero				
1044	3	Plant	oak (tree of genus Quercus)	Eiche	eik	quercia	kverko	querke	kwerka	peurk, aig	дуб
1045	3	Plant	pine (coniferous tree of genus Pinus)	Kiefer, Pinie	pijnboom	pino	pino	pine	pina	puik	сосна
1046	3	Plant	willow (tree of genus Salix)	Weide	wilg	salice	saliko				
1050	3	Plant	chrysanthemum	Chrysantheme	chrysant	crisantemo	krizantemo				
1051	3	Plant	morning glory	Winde		campanella, convolvolo	ipomeo				
1052	3	Plant	rose	Rose	roos	rose	rozo	rose	rosa	rose	роза
1053	3	Plant	sunflower	Sonnenblume	zonnebloem	girasole, eliotropio	sunfloro, helianto		suryaflor	solflor	подсолнечник
1055	3	Plant	cotton (plant/fibers of genus Gossypium)	Baumwollpflanze (the plant), Baumwolle (the material)	katoen	cotone	kotono	kotone	koton	coton	хлопок
1056	3	Plant	flax (Linum usitatissimum)	Flachs, Lein	vlas	lino	lino	line	lin	lin	лён
1057	3	Plant	gourd (plant/hard-rinded fruit of genera Lagenaria, Cucurbita)	Kürbis	kalebas, pompoen	zucca	kukurbo	gurde	nangwa	labu	тыква
1058	3	Plant	safflower (Carthamus tinctorius)	Färbersaflor, Färberdistel, Florsafran		zafferano	kartamo				
1059	3	Plant	sesame (plant/seed of genus Sesamum)	Sesam(samen)	sesam	sesamo	sezamo		sesam	sussam	кунжут, сезам
1065	3	Plant	garlic (herb of sp. Allium sativum)	Knoblauch	knoflook	aglio	ajlo	alie	saum	kerem	чеснок
1066	3	Plant	ginger (plant/rhizome of genus Zingiber)	Ingwer	gember	zenzero, ginger	zingibro	jinjere	jinja	zingimber	имбирь
1067	2	Plant	mint (plant of family Labiatae)	Minze	munt	menta	mento		minta	mint	мята
1068	3	Plant	oregano (herb of sp. Origanum vulgare)	Oregano		orìgano	origano				
1069	3	Plant	pepper (black pepper; plant/seed of sp. Piper nigrum)	Pfeffer	peper	pepe	pipro	pipre	pepa	piper	перец
